Product ID,Product Name,Category,Price,Units Sold,Total Sales,Rating,Review Sentiment,Market,Date
B0294,Kitchen Lemon,Hand Soap,7.5,160,1200,3.4,Positive,US,25-05-2024
B0295,Dark Kiss,Shower Gel,26.53,38,1008.14,4.4,Positive,Canada,13-06-2024
B0296,Sweet Pea,Shower Gel,20.36,126,2565.36,5,Positive,India,14-04-2024
B0297,Gingham Love,Mist,20.78,94,1953.32,4,Positive,UK,14-06-2024
B0298,A Thousand Wishes,Mist,11.23,80,898.4,4.4,Positive,Australia,09-06-2024
B0299,Warm Vanilla Sugar,Lotion,17.19,91,1564.29,4.8,Positive,Canada,06-05-2024
B0300,Mahogany Teakwood,Candle,24.01,182,4369.82,3.6,Negative,UK,23-04-2024
B0301,Ocean,Shower Gel,9.84,37,364.08,4.5,Positive,UK,08-05-2024
B0302,A Thousand Wishes,Mist,16.8,185,3108,3.6,Positive,Germany,26-05-2024
B0303,Champagne Toast,Candle,8.91,111,989.01,4.6,Neutral,Germany,05-06-2024
B0304,Champagne Toast,Candle,28.92,131,3788.52,4.3,Neutral,Germany,18-07-2024
B0305,Into the Night,Mist,28.32,130,3681.6,4.9,Neutral,Canada,04-04-2024
B0306,Gingham Love,Mist,23.17,200,4634,3.6,Positive,Australia,24-05-2024
B0307,Kitchen Lemon,Hand Soap,24.06,113,2718.78,3.1,Positive,Canada,14-06-2024
B0308,Crisp Morning Air,Hand Soap,5.49,190,1043.1,3.4,Positive,UK,06-03-2024
B0309,Into the Night,Mist,13.05,107,1396.35,3.7,Positive,Canada,21-02-2024
B0310,Sweet Pea,Shower Gel,16,80,1280,3.2,Positive,Germany,24-03-2024
B0311,Peach Bellini,Hand Soap,19.82,21,416.22,4.6,Positive,Australia,29-06-2024
B0312,Champagne Toast,Candle,29.67,160,4747.2,3.8,Positive,UK,12-06-2024
B0313,A Thousand Wishes,Mist,14.24,82,1167.68,3.2,Positive,US,10-07-2024
B0314,A Thousand Wishes,Mist,15.34,48,736.32,4.7,Positive,Canada,26-05-2024
B0315,Ocean,Shower Gel,15.96,93,1484.28,4.1,Neutral,India,07-03-2024
B0316,Dark Kiss,Shower Gel,22.24,45,1000.8,4.5,Positive,Germany,20-07-2024
B0317,Gingham Love,Mist,27.63,124,3426.12,4.5,Positive,Australia,23-03-2024
B0318,Champagne Toast,Candle,14.06,60,843.6,4.4,Neutral,India,06-03-2024
B0319,Warm Vanilla Sugar,Lotion,7.98,115,917.7,3.9,Neutral,US,23-07-2024
B0320,Ocean,Shower Gel,27.82,141,3922.62,3.7,Positive,India,09-01-2024
B0321,A Thousand Wishes,Mist,17.3,157,2716.1,3.7,Positive,India,20-01-2024
B0322,Aromatherapy Eucalyptus,Lotion,24.51,146,3578.46,3.3,Positive,India,23-01-2024
B0323,Peach Bellini,Hand Soap,21.25,58,1232.5,4.5,Neutral,UK,20-04-2024
B0324,Crisp Morning Air,Hand Soap,27.23,199,5418.77,3.3,Positive,Germany,16-02-2024
B0325,Dark Kiss,Shower Gel,16.35,187,3057.45,4.5,Negative,Australia,06-01-2024
B0326,Dark Kiss,Shower Gel,5.16,109,562.44,3,Positive,Canada,19-04-2024
B0327,Into the Night,Mist,19.61,93,1823.73,4.1,Positive,India,21-02-2024
B0328,A Thousand Wishes,Mist,26.68,49,1307.32,3.4,Positive,Canada,19-03-2024
B0329,Warm Vanilla Sugar,Lotion,18.34,20,366.8,4.6,Positive,UK,18-01-2024
B0330,Into the Night,Mist,21.45,61,1308.45,3.6,Positive,Canada,10-03-2024
B0331,Champagne Toast,Candle,5.68,122,692.96,3.2,Negative,Australia,07-01-2024
B0332,Champagne Toast,Candle,6.23,122,760.06,3.8,Positive,India,07-04-2024
B0333,Warm Vanilla Sugar,Lotion,29.23,139,4062.97,4.8,Neutral,Canada,01-02-2024
B0334,Mahogany Teakwood,Candle,28.52,199,5675.48,4.2,Neutral,Australia,22-03-2024
B0335,Mahogany Teakwood,Candle,29.63,139,4118.57,3.7,Positive,Australia,29-01-2024
B0336,Warm Vanilla Sugar,Lotion,14.5,117,1696.5,3.8,Neutral,UK,31-03-2024
B0337,Into the Night,Mist,15.85,176,2789.6,3.6,Negative,Germany,22-01-2024
B0338,Crisp Morning Air,Hand Soap,5.4,80,432,4.5,Neutral,Canada,12-01-2024
B0339,Mahogany Teakwood,Candle,19.11,42,802.62,4,Positive,US,30-04-2024
B0340,Aromatherapy Eucalyptus,Lotion,25.06,199,4986.94,4.3,Positive,Canada,16-04-2024
B0341,Kitchen Lemon,Hand Soap,9.37,142,1330.54,4.9,Neutral,Germany,26-07-2024
B0342,Champagne Toast,Candle,26.98,38,1025.24,4.6,Positive,UK,22-02-2024
B0343,Peach Bellini,Hand Soap,14.33,77,1103.41,4.2,Positive,UK,07-01-2024
B0344,Japanese Cherry Blossom,Lotion,5.86,46,269.56,4.8,Positive,India,06-04-2024
B0345,Ocean,Shower Gel,8.95,13,116.35,3.7,Positive,US,17-04-2024
B0346,Japanese Cherry Blossom,Lotion,16.61,116,1926.76,4.7,Positive,India,04-02-2024
B0347,Japanese Cherry Blossom,Lotion,16.91,75,1268.25,3.3,Positive,India,03-04-2024
B0348,Japanese Cherry Blossom,Lotion,17.32,156,2701.92,3.4,Positive,Canada,03-02-2024
B0349,Fresh Balsam,Candle,7.05,34,239.7,4.4,Positive,US,06-06-2024
B0350,Mahogany Teakwood,Candle,11.27,196,2208.92,4.3,Positive,Germany,28-04-2024
B0351,Sweet Pea,Shower Gel,17.92,78,1397.76,4.5,Positive,UK,18-04-2024
B0352,Fresh Balsam,Candle,23.41,18,421.38,4.5,Neutral,US,10-06-2024
B0353,Mahogany Teakwood,Candle,5.36,172,921.92,3.1,Neutral,Australia,11-02-2024
B0354,Into the Night,Mist,19.3,133,2566.9,4.7,Positive,India,28-07-2024
B0355,Crisp Morning Air,Hand Soap,29.82,126,3757.32,4.2,Positive,Germany,31-01-2024
B0356,A Thousand Wishes,Mist,24.21,96,2324.16,3.7,Neutral,UK,06-03-2024
B0357,Peach Bellini,Hand Soap,16.41,34,557.94,4.3,Positive,UK,12-05-2024
B0358,Japanese Cherry Blossom,Lotion,15.66,16,250.56,4.9,Positive,Australia,28-02-2024
B0359,Warm Vanilla Sugar,Lotion,18.76,85,1594.6,3.3,Positive,Australia,25-04-2024
B0360,Ocean,Shower Gel,29.16,139,4053.24,3.4,Neutral,Canada,10-05-2024
B0361,Fresh Balsam,Candle,10.55,14,147.7,3.4,Neutral,India,14-05-2024
B0362,Fresh Balsam,Candle,26.5,144,3816,3.1,Positive,Canada,18-05-2024
B0363,Ocean,Shower Gel,14.36,35,502.6,4.4,Positive,Canada,07-06-2024
B0364,Fresh Balsam,Candle,28.55,166,4739.3,3.8,Positive,Australia,13-01-2024
B0365,Gingham Love,Mist,27.52,117,3219.84,4.8,Positive,Germany,04-02-2024
B0366,Into the Night,Mist,6.87,191,1312.17,4.1,Positive,India,06-07-2024
B0367,Ocean,Shower Gel,6.48,115,745.2,3.3,Positive,Canada,11-02-2024
B0368,Kitchen Lemon,Hand Soap,21.15,110,2326.5,4.2,Positive,US,30-03-2024
B0369,Champagne Toast,Candle,8.51,112,953.12,3.2,Neutral,Canada,21-06-2024
B0370,Champagne Toast,Candle,8.56,80,684.8,4.5,Positive,India,31-01-2024
B0371,A Thousand Wishes,Mist,7.57,170,1286.9,4.2,Positive,UK,22-04-2024
B0372,Aromatherapy Eucalyptus,Lotion,23.57,126,2969.82,3.3,Neutral,Germany,12-07-2024
B0373,Gingham Love,Mist,28.74,20,574.8,3.8,Neutral,Germany,29-01-2024
B0374,Crisp Morning Air,Hand Soap,19.62,191,3747.42,4.4,Neutral,UK,13-07-2024
B0375,Fresh Balsam,Candle,7.58,197,1493.26,4.2,Positive,Canada,02-04-2024
B0376,Peach Bellini,Hand Soap,29.08,117,3402.36,3.1,Positive,UK,16-07-2024
B0377,Gingham Love,Mist,21.01,94,1974.94,3.8,Neutral,US,01-04-2024
B0378,Warm Vanilla Sugar,Lotion,22.83,134,3059.22,3.5,Positive,Australia,31-05-2024
B0379,Into the Night,Mist,29.93,191,5716.63,4,Positive,Australia,24-05-2024
B0380,Sweet Pea,Shower Gel,26.76,180,4816.8,3.8,Positive,Germany,31-05-2024
B0381,Aromatherapy Eucalyptus,Lotion,7.37,71,523.27,3.7,Positive,Australia,03-06-2024
B0382,Peach Bellini,Hand Soap,23.61,98,2313.78,4.3,Positive,India,27-04-2024
B0383,Ocean,Shower Gel,28.5,170,4845,4.5,Positive,Canada,07-01-2024
B0384,Ocean,Shower Gel,5.6,94,526.4,3.2,Negative,US,24-07-2024
B0385,Crisp Morning Air,Hand Soap,13.96,184,2568.64,3.7,Negative,UK,04-03-2024
B0386,Kitchen Lemon,Hand Soap,13.11,188,2464.68,5,Positive,Canada,22-07-2024
B0387,Fresh Balsam,Candle,24.27,150,3640.5,4.3,Neutral,UK,11-07-2024
B0388,Champagne Toast,Candle,26.42,95,2509.9,3.7,Positive,Canada,25-07-2024
B0389,Gingham Love,Mist,7.53,194,1460.82,3.2,Positive,Australia,08-06-2024
B0390,Champagne Toast,Candle,10.05,191,1919.55,4,Positive,UK,22-04-2024
B0391,Mahogany Teakwood,Candle,13.07,38,496.66,3.4,Positive,Germany,09-05-2024
B0392,Dark Kiss,Shower Gel,23.92,147,3516.24,3.4,Positive,Canada,20-01-2024
B0393,Warm Vanilla Sugar,Lotion,22.79,179,4079.41,3.8,Positive,UK,02-07-2024
B0394,Dark Kiss,Shower Gel,14.92,108,1611.36,3.2,Negative,UK,27-07-2024
B0395,Sweet Pea,Shower Gel,29.27,92,2692.84,5,Positive,Canada,11-01-2024
B0396,Ocean,Shower Gel,21.69,80,1735.2,3.1,Positive,Canada,26-06-2024
B0397,Mahogany Teakwood,Candle,16.01,65,1040.65,3.3,Positive,India,06-01-2024
B0398,Crisp Morning Air,Hand Soap,15.36,151,2319.36,5,Positive,India,17-02-2024
B0399,Dark Kiss,Shower Gel,20.68,109,2254.12,4.5,Neutral,UK,03-04-2024
B0400,Crisp Morning Air,Hand Soap,14.11,70,987.7,3.6,Positive,Canada,26-06-2024
B0401,A Thousand Wishes,Mist,11.17,147,1641.99,4.2,Positive,India,19-07-2024
B0402,Peach Bellini,Hand Soap,12.84,164,2105.76,3.5,Positive,Germany,28-06-2024
B0403,Ocean,Shower Gel,16.63,157,2610.91,4.7,Positive,Australia,22-04-2024
B0404,Dark Kiss,Shower Gel,6.62,53,350.86,3,Positive,US,15-06-2024
B0405,Gingham Love,Mist,26.69,47,1254.43,3.1,Positive,UK,03-07-2024
B0406,Dark Kiss,Shower Gel,28.68,196,5621.28,3.1,Positive,Germany,20-04-2024
B0407,Champagne Toast,Candle,10.38,125,1297.5,3.6,Positive,UK,18-03-2024
B0408,Fresh Balsam,Candle,24.96,140,3494.4,4.9,Positive,Germany,18-05-2024
B0409,Dark Kiss,Shower Gel,26.57,166,4410.62,3.1,Neutral,US,30-05-2024
B0410,Aromatherapy Eucalyptus,Lotion,6.59,115,757.85,4.5,Neutral,India,04-03-2024
B0411,Mahogany Teakwood,Candle,5.74,136,780.64,4.5,Positive,Australia,25-01-2024
B0412,Sweet Pea,Shower Gel,28.73,109,3131.57,4.6,Positive,Canada,01-05-2024
B0413,Into the Night,Mist,7.4,100,740,3.4,Positive,Australia,05-03-2024
B0414,Warm Vanilla Sugar,Lotion,11.51,61,702.11,3.5,Negative,US,11-06-2024
B0415,Gingham Love,Mist,23.8,144,3427.2,3.5,Neutral,India,16-01-2024
B0416,Aromatherapy Eucalyptus,Lotion,14.33,53,759.49,3,Negative,US,04-01-2024
B0417,Gingham Love,Mist,12.66,155,1962.3,4.1,Neutral,Canada,14-02-2024
B0418,Dark Kiss,Shower Gel,9.54,65,620.1,5,Positive,Canada,23-06-2024
B0419,Dark Kiss,Shower Gel,19.35,122,2360.7,4.4,Neutral,India,15-02-2024
B0420,Champagne Toast,Candle,5.76,19,109.44,4.9,Neutral,US,22-07-2024
B0421,Gingham Love,Mist,7.69,184,1414.96,3.4,Positive,Australia,26-01-2024
B0422,Fresh Balsam,Candle,8.88,166,1474.08,4.8,Negative,India,17-06-2024
B0423,Crisp Morning Air,Hand Soap,28.6,181,5176.6,4.1,Positive,Canada,03-04-2024
B0424,Champagne Toast,Candle,9.71,113,1097.23,3.1,Positive,Germany,02-05-2024
B0425,Ocean,Shower Gel,26.19,33,864.27,4.3,Positive,India,14-05-2024
B0426,Sweet Pea,Shower Gel,18.3,110,2013,4.5,Positive,UK,13-03-2024
B0427,Champagne Toast,Candle,24.09,84,2023.56,4.9,Positive,Australia,21-04-2024
B0428,Japanese Cherry Blossom,Lotion,5.6,36,201.6,3.6,Positive,UK,09-04-2024
B0429,Crisp Morning Air,Hand Soap,24.27,188,4562.76,3.1,Neutral,US,18-02-2024
B0430,A Thousand Wishes,Mist,23.7,156,3697.2,4.1,Positive,US,08-07-2024
B0431,Ocean,Shower Gel,6.18,87,537.66,3.8,Positive,US,17-05-2024
B0432,Peach Bellini,Hand Soap,17.71,55,974.05,4,Positive,Canada,12-01-2024
B0433,Japanese Cherry Blossom,Lotion,28.75,66,1897.5,4.4,Positive,Australia,22-02-2024
B0434,Fresh Balsam,Candle,21.01,13,273.13,3.1,Positive,US,25-06-2024
B0435,Into the Night,Mist,27.61,178,4914.58,4.6,Neutral,Australia,15-02-2024
B0436,Champagne Toast,Candle,27.94,112,3129.28,3.1,Positive,India,04-03-2024
B0437,Gingham Love,Mist,22.01,191,4203.91,4.7,Positive,Germany,22-02-2024
B0438,Gingham Love,Mist,22.26,116,2582.16,4.6,Positive,Australia,18-02-2024
B0439,A Thousand Wishes,Mist,5.26,187,983.62,3.8,Positive,Canada,24-04-2024
B0440,Mahogany Teakwood,Candle,20.94,39,816.66,3.3,Neutral,Canada,18-01-2024
B0441,Dark Kiss,Shower Gel,9.18,199,1826.82,3.5,Positive,Australia,26-06-2024
B0442,A Thousand Wishes,Mist,12.16,155,1884.8,3.5,Neutral,Canada,11-04-2024
B0443,Aromatherapy Eucalyptus,Lotion,26.16,61,1595.76,3.3,Negative,Australia,30-04-2024
B0444,Warm Vanilla Sugar,Lotion,10.72,109,1168.48,3.4,Neutral,US,25-07-2024
B0445,Champagne Toast,Candle,20.38,122,2486.36,4.5,Positive,US,15-07-2024
B0446,Ocean,Shower Gel,24.21,195,4720.95,3.6,Positive,UK,09-02-2024
B0447,Into the Night,Mist,13.75,61,838.75,4.8,Positive,Canada,07-04-2024
B0448,A Thousand Wishes,Mist,6.59,57,375.63,4.3,Positive,Australia,03-07-2024
B0449,Japanese Cherry Blossom,Lotion,6.73,72,484.56,4.2,Positive,Canada,11-02-2024
B0450,Dark Kiss,Shower Gel,6.42,185,1187.7,3.1,Positive,India,05-01-2024
B0451,Fresh Balsam,Candle,28.32,104,2945.28,3.1,Negative,Canada,24-06-2024
B0452,Japanese Cherry Blossom,Lotion,5.09,24,122.16,4.6,Neutral,Canada,31-01-2024
B0453,Aromatherapy Eucalyptus,Lotion,18.64,15,279.6,4.3,Negative,Germany,26-05-2024
B0454,Crisp Morning Air,Hand Soap,22.14,109,2413.26,3.9,Neutral,Australia,23-06-2024
B0455,Dark Kiss,Shower Gel,13.63,172,2344.36,3.9,Negative,Australia,09-02-2024
B0456,Dark Kiss,Shower Gel,10.6,83,879.8,4.3,Positive,UK,09-04-2024
B0457,Champagne Toast,Candle,23.5,120,2820,4.6,Positive,Australia,27-04-2024
B0458,Ocean,Shower Gel,29.69,42,1246.98,4.7,Positive,Australia,13-04-2024
B0459,Crisp Morning Air,Hand Soap,23.34,123,2870.82,4.9,Positive,UK,27-03-2024
B0460,Kitchen Lemon,Hand Soap,23.08,62,1430.96,3.5,Neutral,Canada,25-05-2024
B0461,Dark Kiss,Shower Gel,27.51,150,4126.5,4.7,Neutral,Germany,05-04-2024
B0462,Into the Night,Mist,14.82,130,1926.6,3.2,Positive,India,17-03-2024
B0463,Kitchen Lemon,Hand Soap,9.99,96,959.04,4.1,Positive,India,08-04-2024
B0464,Kitchen Lemon,Hand Soap,28.58,16,457.28,4.4,Positive,Canada,19-06-2024
B0465,A Thousand Wishes,Mist,22.02,49,1078.98,4.3,Positive,Canada,24-07-2024
B0466,Champagne Toast,Candle,12.91,72,929.52,4.7,Positive,UK,04-05-2024
B0467,Sweet Pea,Shower Gel,18.26,170,3104.2,4.8,Positive,US,20-07-2024
B0468,Warm Vanilla Sugar,Lotion,5.22,23,120.06,3.7,Positive,Canada,01-04-2024
B0469,Mahogany Teakwood,Candle,12.69,26,329.94,3.7,Negative,Australia,29-05-2024
B0470,Crisp Morning Air,Hand Soap,22.59,84,1897.56,3.6,Neutral,Canada,10-02-2024
B0471,Champagne Toast,Candle,7.96,168,1337.28,3.8,Positive,Australia,09-06-2024
B0472,A Thousand Wishes,Mist,26.2,73,1912.6,5,Positive,Australia,07-02-2024
B0473,Warm Vanilla Sugar,Lotion,8.39,107,897.73,3.9,Positive,US,15-07-2024
B0474,Sweet Pea,Shower Gel,29.69,102,3028.38,4.9,Positive,Australia,16-02-2024
B0475,Japanese Cherry Blossom,Lotion,28.67,155,4443.85,3.7,Positive,UK,22-01-2024
B0476,Warm Vanilla Sugar,Lotion,8.37,86,719.82,4.4,Negative,Germany,29-01-2024
B0477,Fresh Balsam,Candle,13.02,192,2499.84,4.6,Neutral,India,31-03-2024
B0478,Kitchen Lemon,Hand Soap,20.55,161,3308.55,3.8,Positive,Canada,05-03-2024
B0479,Dark Kiss,Shower Gel,29.55,16,472.8,4,Negative,Germany,14-01-2024
B0480,Fresh Balsam,Candle,12.67,124,1571.08,5,Positive,Germany,10-03-2024
B0481,Peach Bellini,Hand Soap,7.01,151,1058.51,3.1,Neutral,US,08-06-2024
B0482,Ocean,Shower Gel,12.57,61,766.77,4.8,Positive,Germany,10-01-2024
B0483,A Thousand Wishes,Mist,14.38,103,1481.14,4.6,Neutral,Australia,19-07-2024
B0484,Peach Bellini,Hand Soap,13.55,98,1327.9,4.4,Positive,UK,05-05-2024
B0485,Into the Night,Mist,27.83,181,5037.23,3.2,Positive,India,22-03-2024
B0486,Warm Vanilla Sugar,Lotion,25.27,37,934.99,3.5,Positive,Canada,17-01-2024
B0487,Ocean,Shower Gel,24.47,29,709.63,3,Positive,UK,25-07-2024
B0488,Ocean,Shower Gel,8.91,170,1514.7,4.9,Negative,UK,10-06-2024
B0489,Aromatherapy Eucalyptus,Lotion,8.05,190,1529.5,3.3,Negative,Canada,21-01-2024
B0490,Aromatherapy Eucalyptus,Lotion,28.78,10,287.8,3.9,Positive,US,23-02-2024
B0491,Japanese Cherry Blossom,Lotion,13.01,145,1886.45,3.4,Neutral,Australia,30-06-2024
B0492,Sweet Pea,Shower Gel,9.65,83,800.95,4.5,Positive,Australia,16-01-2024
B0493,Fresh Balsam,Candle,5.16,55,283.8,4.9,Positive,India,18-05-2024
B0494,Fresh Balsam,Candle,8.1,29,234.9,3.4,Neutral,Canada,12-07-2024
B0495,Champagne Toast,Candle,20.88,161,3361.68,3.6,Positive,UK,12-06-2024
B0496,Champagne Toast,Candle,11.27,98,1104.46,4.5,Positive,Germany,16-06-2024
B0497,Gingham Love,Mist,23.86,26,620.36,3.1,Positive,US,06-07-2024
B0498,Dark Kiss,Shower Gel,7,193,1351,3.9,Negative,US,21-06-2024
B0499,A Thousand Wishes,Mist,24.28,102,2476.56,4.4,Positive,India,17-01-2024
B0500,A Thousand Wishes,Mist,25.99,125,3248.75,3.7,Neutral,Australia,04-04-2024
B0501,Gingham Love,Mist,12.84,200,2568,3.4,Positive,Germany,11-01-2024
B0502,Gingham Love,Mist,16.62,128,2127.36,3.6,Neutral,Australia,13-04-2024
B0503,Crisp Morning Air,Hand Soap,8.82,198,1746.36,4.5,Positive,Canada,07-01-2024
B0504,Gingham Love,Mist,29.74,171,5085.54,3.3,Positive,Germany,21-04-2024
B0505,Mahogany Teakwood,Candle,19.82,57,1129.74,3.4,Positive,Canada,30-04-2024
B0506,Gingham Love,Mist,9.94,137,1361.78,3.8,Positive,UK,20-05-2024
B0507,Mahogany Teakwood,Candle,17.16,195,3346.2,4,Positive,Australia,10-02-2024
B0508,Japanese Cherry Blossom,Lotion,29.04,27,784.08,4.9,Neutral,UK,04-06-2024
B0509,Mahogany Teakwood,Candle,17.97,136,2443.92,4.6,Positive,UK,04-01-2024
B0510,Champagne Toast,Candle,20.76,185,3840.6,4.2,Positive,Canada,02-06-2024
B0511,Dark Kiss,Shower Gel,13.53,105,1420.65,4.6,Neutral,India,04-04-2024
B0512,Kitchen Lemon,Hand Soap,5.44,104,565.76,3.8,Positive,Germany,24-03-2024
B0513,Champagne Toast,Candle,20.85,131,2731.35,4.6,Positive,UK,27-05-2024
B0514,Mahogany Teakwood,Candle,29.14,171,4982.94,4.1,Negative,India,30-06-2024
B0515,Ocean,Shower Gel,25.33,73,1849.09,4,Positive,UK,05-01-2024
B0516,Ocean,Shower Gel,14.6,47,686.2,4.2,Positive,Australia,05-05-2024
B0517,Sweet Pea,Shower Gel,11.65,125,1456.25,3.8,Positive,UK,16-07-2024
B0518,Champagne Toast,Candle,26.19,25,654.75,3.9,Positive,UK,01-01-2024
B0519,A Thousand Wishes,Mist,17.06,47,801.82,4.6,Negative,UK,04-05-2024
B0520,Sweet Pea,Shower Gel,10,175,1750,3.4,Negative,US,03-06-2024
B0521,A Thousand Wishes,Mist,6.51,59,384.09,4,Positive,Australia,04-03-2024
B0522,Peach Bellini,Hand Soap,25.46,12,305.52,3.6,Positive,US,16-03-2024
B0523,Aromatherapy Eucalyptus,Lotion,21.1,117,2468.7,3.2,Positive,Australia,07-02-2024
B0524,Peach Bellini,Hand Soap,8.92,123,1097.16,4.5,Positive,Australia,11-03-2024
B0525,Into the Night,Mist,22.66,126,2855.16,3.6,Positive,US,23-03-2024
B0526,Warm Vanilla Sugar,Lotion,26.69,151,4030.19,4,Positive,Australia,03-07-2024
B0527,Ocean,Shower Gel,20.72,175,3626,3.6,Positive,US,05-06-2024
B0528,Gingham Love,Mist,19.14,155,2966.7,3.1,Positive,Germany,04-07-2024
B0529,Champagne Toast,Candle,6.6,27,178.2,3.3,Positive,Germany,11-02-2024
B0530,Mahogany Teakwood,Candle,23.87,101,2410.87,3.7,Positive,US,11-07-2024
B0531,Crisp Morning Air,Hand Soap,18.63,144,2682.72,3.8,Neutral,Canada,26-06-2024
B0532,Ocean,Shower Gel,25.36,124,3144.64,3.3,Neutral,Canada,07-03-2024
B0533,Mahogany Teakwood,Candle,21.12,152,3210.24,3,Positive,Canada,27-06-2024
B0534,Kitchen Lemon,Hand Soap,6.05,69,417.45,4.9,Negative,India,05-02-2024
B0535,Gingham Love,Mist,14.69,172,2526.68,4.3,Positive,UK,14-07-2024
B0536,Kitchen Lemon,Hand Soap,21.74,188,4087.12,3.8,Positive,India,21-02-2024
B0537,Warm Vanilla Sugar,Lotion,10.74,135,1449.9,3,Neutral,UK,28-05-2024
B0538,Ocean,Shower Gel,14.93,48,716.64,4.1,Negative,India,09-07-2024
B0539,Gingham Love,Mist,18.91,140,2647.4,3.8,Neutral,India,12-07-2024
B0540,Gingham Love,Mist,9.89,76,751.64,3.8,Positive,US,25-04-2024
B0541,Peach Bellini,Hand Soap,29.19,181,5283.39,4,Positive,US,17-02-2024
B0542,Japanese Cherry Blossom,Lotion,25.12,200,5024,4.9,Positive,India,13-07-2024
B0543,A Thousand Wishes,Mist,21.86,161,3519.46,4.6,Positive,Germany,14-01-2024
B0544,Fresh Balsam,Candle,27.26,74,2017.24,3.4,Positive,Canada,04-01-2024
B0545,Champagne Toast,Candle,10.16,194,1971.04,3.8,Positive,India,10-04-2024
B0546,Champagne Toast,Candle,17,162,2754,3.6,Negative,US,04-03-2024
B0547,Ocean,Shower Gel,27.11,17,460.87,4.2,Neutral,US,11-03-2024
B0548,Gingham Love,Mist,14.54,155,2253.7,4.9,Positive,Canada,04-04-2024
B0549,Champagne Toast,Candle,23.55,105,2472.75,3.2,Positive,UK,06-01-2024
B0550,Warm Vanilla Sugar,Lotion,12.55,77,966.35,3.9,Negative,Canada,23-07-2024
B0551,Aromatherapy Eucalyptus,Lotion,23.61,184,4344.24,4.6,Neutral,Canada,01-05-2024
B0552,Warm Vanilla Sugar,Lotion,7.15,70,500.5,3.9,Neutral,India,26-06-2024
B0553,Gingham Love,Mist,5.56,154,856.24,4,Neutral,Canada,09-02-2024
B0554,Japanese Cherry Blossom,Lotion,21.95,17,373.15,3.1,Positive,Australia,29-04-2024
B0555,Mahogany Teakwood,Candle,19.42,21,407.82,4.3,Negative,Germany,12-03-2024
B0556,A Thousand Wishes,Mist,16.98,78,1324.44,3,Positive,Canada,18-02-2024
B0557,Kitchen Lemon,Hand Soap,29.9,21,627.9,4.7,Neutral,India,21-04-2024
B0558,Kitchen Lemon,Hand Soap,22.89,200,4578,3.1,Positive,UK,02-06-2024
B0559,Crisp Morning Air,Hand Soap,18.61,105,1954.05,4.3,Positive,India,21-05-2024
B0560,Champagne Toast,Candle,23.38,98,2291.24,3.8,Positive,Australia,05-04-2024
B0561,Gingham Love,Mist,8.69,182,1581.58,4.5,Positive,Australia,18-05-2024
B0562,Gingham Love,Mist,7.16,74,529.84,4.8,Positive,Germany,01-04-2024
B0563,Crisp Morning Air,Hand Soap,23.84,184,4386.56,3.3,Positive,Germany,09-05-2024
B0564,Fresh Balsam,Candle,13.54,171,2315.34,4.7,Positive,India,23-07-2024
B0565,Mahogany Teakwood,Candle,25.62,111,2843.82,3.2,Positive,India,29-01-2024
B0566,Ocean,Shower Gel,17.99,157,2824.43,3,Negative,Canada,19-06-2024
B0567,Fresh Balsam,Candle,22.74,95,2160.3,4,Positive,UK,23-07-2024
B0568,Dark Kiss,Shower Gel,18.08,110,1988.8,3.4,Positive,Germany,14-04-2024
B0569,Warm Vanilla Sugar,Lotion,21.01,126,2647.26,3.3,Positive,Canada,11-07-2024
B0570,Aromatherapy Eucalyptus,Lotion,25,136,3400,3.3,Positive,Canada,19-03-2024
B0571,Crisp Morning Air,Hand Soap,25.63,148,3793.24,4.3,Negative,US,18-02-2024
B0572,Warm Vanilla Sugar,Lotion,12.39,63,780.57,3.4,Neutral,US,19-01-2024
B0573,Gingham Love,Mist,28.78,118,3396.04,4.9,Positive,Germany,03-01-2024
B0574,Dark Kiss,Shower Gel,13.58,105,1425.9,3.4,Positive,Australia,30-05-2024
B0575,Sweet Pea,Shower Gel,6.05,135,816.75,5,Positive,US,30-03-2024
B0576,A Thousand Wishes,Mist,16.84,108,1818.72,4.5,Neutral,Germany,18-04-2024
B0577,Sweet Pea,Shower Gel,27.02,185,4998.7,4,Positive,Australia,10-01-2024
B0578,Japanese Cherry Blossom,Lotion,11.3,33,372.9,3.2,Neutral,Germany,02-07-2024
B0579,Japanese Cherry Blossom,Lotion,14.5,96,1392,3.5,Negative,UK,09-01-2024
B0580,A Thousand Wishes,Mist,24.43,125,3053.75,3.4,Positive,Germany,03-01-2024
B0581,Fresh Balsam,Candle,26.57,17,451.69,4.9,Positive,Canada,08-05-2024
B0582,Crisp Morning Air,Hand Soap,22.43,109,2444.87,4.6,Positive,US,04-07-2024
B0583,A Thousand Wishes,Mist,7.94,142,1127.48,4,Negative,Canada,16-03-2024
B0584,Japanese Cherry Blossom,Lotion,20.03,119,2383.57,3.2,Positive,Canada,20-01-2024
B0585,Crisp Morning Air,Hand Soap,11.23,109,1224.07,4.6,Neutral,Australia,15-02-2024
B0586,Japanese Cherry Blossom,Lotion,9.57,97,928.29,4.7,Positive,Canada,06-05-2024
B0587,Peach Bellini,Hand Soap,28.7,39,1119.3,3.2,Positive,India,08-07-2024
B0588,Ocean,Shower Gel,15.95,103,1642.85,4.6,Positive,India,30-06-2024
